p[-0.22261, 0.43448, 0.59927, -0.15383, -2.83480, 0.07884]
p[-0.19781, 0.19852, 0.49581, 0.06122, -2.81764, -0.41562]
p[-0.28343, 0.21690, 0.56109, 0.45389, -2.98098, -0.45650]
p[-0.45081, 0.33771, 0.51161, -0.47930, 2.89382, 0.09374]
p[-0.33034, 0.44673, 0.56917, 0.04043, 3.11169, -0.36603]
p[-0.20620, 0.50288, 0.56180, -0.53761, -2.78005, 0.69213]
p[-0.13451, 0.35767, 0.50119, -0.66323, -2.54412, 0.23308]
p[-0.05493, 0.32362, 0.43888, -0.07690, -2.49438, -0.18909]
p[-0.29093, 0.40249, 0.59511, 1.00783, -2.82152, -0.06376]
